Org Code,Action,Register Number,Award Number,Institution,City,State,Zip Code,Principal Investigator,Total Funding Planned,Total Funding to Date,Project Start Date,Project End Date,Most Recent Award Date,Title,Award Type,Program Manager,Institution Type
SC-22.13,New,ER16305,DE-SC0008141,GORDON RESEARCH CONF. INC.                       ,West Kingston,RI,02892-0984,"McCusker, James",9000,9000,7/15/12,7/14/13,6/7/12,2012 Electron Donor-Acceptor Interactions Gordon Research Conference August 5-10 2012,Grant,"Spitler, Mark",Not-For-Profit Business
SC-22.13,Renewal,ER20323,DE-FG02-99ER20323,WASHINGTON STATE UNIVERSITY                       ,Pullman,WA,99164-4630,"Browse, John",540000,200000,6/15/12,6/14/15,7/30/12,Jasmonate Hormone: Regulating Synthesis of Reduced Carbon Compounds in Plants,Grant,"Stack, Robert",Educational
SC-25,New,ER41859,DE-SC0008121,MICHIGAN UNIVERSITY OF                           ,Ann Arbor,MI,48109-1274,"Pierce, Aaron",40000,40000,6/1/12,5/31/13,6/19/12,High Energy Theory Workshops and Visitors at the Michigan Center for Theoretical Physics,Grant,"Rolli, Simona",Educational
SC-27,No-Cost Extension,ER30331,DE-SC0006107,MICHIGAN UNIVERSITY OF                           ,Ann Arbor,MI,48109-1274,"Campbell, Myron",0,0,5/1/11,3/31/13,6/21/12,Research and Study Abroad Facility in Geneva Switzerland in Affiliation with the European Laboratory for Particle Physics,Grant,"White, Cynthia",Educational
SC-26.1,Renewal,ER41025,DE-FG02-97ER41025,VIRGINIA UNIVERSITY OF                           ,Charlottesville,VA,22904-4195,"Norum, Blaine",1245000,561000,6/1/12,5/31/15,9/13/12,Nuclear Studies with Intermediate Energy Probes,Grant,"Barnes, Frank",Educational
SC-25,No-Cost Extension,ER41109,DE-FG02-99ER41109,LANGSTON UNIVERSITY                               ,Langston,OK,73050,"Snow, Joel",0,0,5/15/09,5/14/13,7/13/12,Langston University - High Energy Physics (LU-HEP),Grant,"Crawford, Glen",Educational
SC-22.12,Renewal,ER14350,DE-FG02-93ER14350,LEHIGH UNIVERSITY                                 ,Bethlehem,PA,18015-3046,"Wachs, Israel",150000,150000,6/15/09,6/14/13,8/8/12,Fundamental Surface Structure-Photoactivity Relationships of Semiconductor Mixed Oxides for Splitting of H2O to H2/O2,Grant,"Miranda, Raul",Educational
SC-22.12,Renewal,ER15457,DE-FG02-03ER15457,NORTHWESTERN UNIVERSITY                           ,Evanston,IL,60208-1110,"Stair, Peter",2550000,850000,9/1/12,8/31/15,9/6/12,Institute for Catalysis in Energy Processes,Grant,"Miranda, Raul",Educational
SC-26.1,Renewal,ER41047,DE-FG02-97ER41047,HAMPTON UNIVERSITY                                ,Hampton,VA,23668,"Tang, Liguang",461000,152000,6/1/12,5/31/15,9/13/12,Selected Problems in Hypernuclear Physics,Grant,"Barnes, Frank",Educational
SC-25,New,ER41795,DE-SC0007959,CALIFORNIA UNIV. OF BERKELEY                     ,Berkeley,CA,94720-5940,"Wurtele, Jonathan",640000,120000,9/15/12,3/31/15,5/15/12,Advanced Concepts for Ultrahigh Brightness and Low Temperature Beams,Grant,"Len, Lek",Educational
SC-25,New,ER41841,DE-SC0008172,CHICAGO UNIVERSITY OF                            ,Chicago,IL,60637,"Frisch, Henry",490000,135000,7/1/12,3/31/15,6/14/12,The Development and First Applications of Large-Area 3D Resolving Photodetectors,Grant,"Crawford, Glen",Educational
SC-25,New,ER41855,DE-SC0008080,YALE UNIVERSITY                                   ,New Haven,CT,06520-8337,"Padmanabhan, Nikhil",750000,150000,7/1/12,6/30/17,6/13/12,A Ruler to Measure the Universe:  Probing Dark Energy with Baryon Acoustic Oscillations,Grant,"Turner, Kathleen",Educational
SC-25,New,ER41856,DE-SC0008073,HOUSTON UNIVERSITY OF                            ,Houston,TX,77204-2015,"Whitehead, Lisa",750000,181000,7/1/12,6/30/17,5/14/12,Precision Measurement of Electron Antineutrino Disappearance in the Daya Bay Experiment,Grant,"Stone, Alan",Educational
SC-25,New,ER41857,DE-SC0008062,MICHIGAN UNIVERSITY OF                           ,Ann Arbor,MI,48109-1274,"Zhu, Junjie",750000,170000,7/1/12,6/30/17,6/6/12,Search for New Physics and Upgrade of the Muon Spectrometer at ATLAS,Grant,"Rolli, Simona",Educational
SC-25,New,ER41873,DE-SC0008306,TEXAS UNIVERSITY OF  ARLINGTON                   ,Arlington,TX,76010,"Yu, Jaehoon",10000,10000,8/1/12,7/31/13,6/19/12,Support for the 2012 International Workshop on Future Linear Colliders,Grant,"Crawford, Glen",Educational
SC-25,New,ER41874,DE-SC0008279,CALIFORNIA UNIV. OF LOS ANGELES                  ,Los Angeles,CA,90095-1406,"Bern, Zvi",66000,66000,7/15/12,7/14/13,6/21/12,DOE Student Fellowship,Grant,"Salamon, Michael",Educational
SC-22.21,Renewal,ER45772,DE-FG02-99ER45772,WESTERN MICHIGAN UNIVERSITY                       ,Kalamazoo,MI,49008-5456,"Burns, Clement",300000,100000,6/1/12,5/31/15,8/8/12,X-ray Studies of Highly Correlated Systems,Grant,"Wilson, Lane",Educational
SC-22.21,Renewal,ER46273,DE-FG02-06ER46273,MICHIGAN UNIVERSITY OF                           ,Ann Arbor,MI,48109-1274,"Clarke, Roy",521891,170764,5/1/12,4/30/15,7/27/12,Oxide Interfaces:  Emergent Structure and Dynamics,Grant,"Wilson, Lane",Educational
SC-22.22,Renewal,ER46337,DE-FG02-06ER46337,RICE UNIVERSITY WILLIAM MARSH                    ,Houston,TX,77005,"Natelson, Douglas",420000,140000,6/15/12,6/14/15,8/30/12,Nanostructure Studies of Strongly Correlated Materials,Grant,"Schwartz, Andrew",Educational
SC-22.22,Renewal,ER46354,DE-FG02-07ER46354,CENTRAL FLORIDA UNIVERSITY OF                    ,Orlando,FL,32826-3246,"Rahman, Talat",375000,250000,1/15/12,1/14/15,9/13/12,Theoretical and Computational Studies of Characteristics of Metallic Nanostructures,Grant,"Davenport, James",Educational
SC-22.22,Renewal,ER46533,DE-FG02-08ER46533,OHIO STATE UNIVERSITY                             ,Columbus,OH,43210-1063,"Lemberger, Thomas",405000,135000,5/1/12,4/30/15,8/28/12,Experimental Study of Superconductivity in Reduced Dimensions and in Novel Materials,Grant,"Schwartz, Andrew",Educational
SC-22.22,Renewal,ER46595,DE-SC0001304,OHIO STATE UNIVERSITY                             ,Columbus,OH,43210-1063,"Yang, Fengyuan",660000,220000,5/15/12,5/14/15,7/26/12,Investigation of Spin Physics in Semiconductor Nanowires-Based Heterostructures,Grant,"Schwartz, Andrew",Educational
SC-22.22,Renewal,ER46606,DE-SC0002765,DUKE UNIVERSITY                                   ,Durham,NC,27705-4677,"Finkelstein, Gleb",450000,150000,6/1/12,5/31/15,8/13/12,Symmetries Interactions and Correlation Effects in Carbon Nanotubes,Grant,"Schwartz, Andrew",Educational
SC-26.2,Renewal,ER86490,DE-SC0006273,MUONS INC.                                       ,Batavia,IL,60510-1274,"Kahn, Stephen",999999,999999,8/8/12,8/7/14,8/22/12,High Radiation Environment Nuclear Fragment Separator Magnet,Grant,"Farkhondeh, Manouchehr",Small Business
SC-25,Renewal,ER86491,DE-SC0006251,MUONS INC.                                       ,Batavia,IL,60510-1274,"Flanagan, Gene",997415,997415,8/8/12,8/7/14,8/21/12,Fiber Optic Quench Detection Via Optimized Rayleigh Scattering in High-field YBCO Accelerator Magnets,Grant,"Marken, Kenneth",Small Business
SC-25,Renewal,ER86492,DE-SC0006266,MUONS INC.                                       ,Batavia,IL,60510-1274,"Flanagan, Gene",999999,500000,8/8/12,8/7/14,8/17/12,Helical Muon Beam Cooling Channel Engineering Design,Grant,"Marken, Kenneth",Small Business
SC-23.2,Renewal,ER86493,DE-SC0006191,NAMESFORLIFE LLC                                 ,East Lansing,MI,48823,"Garrity, George",988692,988692,8/8/12,8/7/14,8/10/12,The NamesforLife Semantic Index of Phenotypic and Genotypic Data for Systems Biology,Grant,"Houghton, John",Small Business
SC-22.21,Renewal,ER86496,DE-SC0006482,NOVA SCIENTIFIC INC.                             ,Sturbridge,MA,01566-1251,"Feller, W. Bruce",1000000,1000000,8/8/12,8/7/14,8/9/12,Very Large Area Microchannel Plate Neutron Detectors for Neutron Scattering,Grant,"Thiyagarajan, Pappannan",Small Business
SC-21.1,Renewal,ER90005,DE-SC0006379,ACCELOGIC LLC                                    ,Weston,FL,33326,"Gonzalez, Juan Guillermo",1009995,1009995,8/8/12,8/7/14,8/20/12,Extreme-Speed Eigensolver Suite,Grant,"Sachs, Sonia",Small Business
SC-21.1,Renewal,ER90006,DE-SC0006156,ANTEK PERIPHERALS INC.                            ,Saratoga,CA,95070-6505,"Nigam, Anil",974625,498374,8/8/12,8/7/14,8/10/12,Significantly Enhance Hard Disk Drive Performance by Using Titanium Foil Disk Substrates,Grant,"Nowell, Lucille",Small Business
SC-21.1,Renewal,ER90007,DE-SC0006188,COGNITIVE ELECTRONICS LLC                         ,Lebanon,NH,03766-1441,"Felch, Andrew",997091,997091,8/8/12,8/7/14,8/8/12,Power Efficient Supercomputing,Grant,"Carlson, Richard",Small Business
SC-21.1,Renewal,ER90008,DE-SC0006262,DECISION DETECTIVE CORPORATION                    ,El Dorado Hills,CA,95762-7116,"Stewart, Dave",999956,999956,8/8/12,8/7/14,8/30/12,Power Management Optimization Platform for High Performance Computing and Data Centers,Grant,"Carlson, Richard",Small Business
SC-21.1,No-Cost Extension,ER90009,DE-SC0006443,DYNAFLOW INC.                                    ,Jessup,MD,20794,"Hsiao, Chao-Tsung",0,999999,6/17/11,6/15/12,4/9/12,Multiscale Two-Phase Bubbly Flow Modeling,Grant,"Landsberg, Alexandra",Small Business
SC-21.1,Renewal,ER90010,DE-SC0006268,ENHANCED SYSTEMS CONSULTING INC.                 ,Johnson City,TN,37604-1463,"Bolton, Matthew",1000000,1000000,8/8/12,8/7/14,8/8/12,Dynamically Controlled Electric Demand Management System,Grant,"Carlson, Richard",Small Business
SC-21.1,Renewal,ER90014,DE-SC0006347,POWER INFO LLC                                    ,Bothell,WA,98012-8843,"Zhu, Jun",996899,996899,8/8/12,8/7/14,8/9/12,A Data-Driven Approach to Interactive Visualization of Power Grids,Grant,"Nowell, Lucille",Small Business
SC-21.1,Renewal,ER90015,DE-SC0006343,RESERVOIR LABS INC. - NEW YORK                   ,New York,NY,10012-2614,"Ros Giralt, Jordi",999843,499942,8/8/12,8/7/14,8/8/12,Bro-Intelligent Load Balancer Towards Terabit-Scale Cyber-Security,Grant,"Ndousse-Fetter, Thomas",Small Business
SC-21.1,Renewal,ER90016,DE-SC0006183,SIMMETRIX INC.                                   ,Clifton Park,NY,12065-5630,"Klaas, Ottmar",698649,343771,8/8/12,8/7/14,8/22/12,Reliable Parallel Electromagnetic Simulations on High-Order Unstructured Meshes,Grant,"Landsberg, Alexandra",Small Business
SC-23.1,Renewal,ER90025,DE-SC0006376,VISTA CLARA INC.                                  ,Mukilteo,WA,98275-5735,"Walsh, David Oliver",999998,999998,8/8/12,8/7/14,8/8/12,Low Cost In-Situ NMR Technologies for Monitoring Biological and Geochemical Processes in the Subsurface,Grant,"Lesmes, David",Small Business
SC-23.1,Renewal,ER90026,DE-SC0006493,KITWARE INC.                                     ,Clifton Park,NY,12065-8688,"Geveci, Berk",999999,999999,8/8/12,8/7/14,8/9/12,ClimatePipes: User-Friendly Data Access Data Manipulation Data Analysis and Visualization of Community Climate Models,Grant,"Joseph, Renu",Small Business
SC-23.1,Renewal,ER90027,DE-SC0006465,VERTUM PARTNERS LP                                ,Los Angeles,CA,90057-1002,"Whiteman, Cameron",999728,499904,8/8/12,8/7/14,8/10/12,Assessing Climate Change Effects on Wind Energy,Grant,"Joseph, Renu",Small Business
SC-23.1,Renewal,ER90028,DE-SC0006269,STRATTON PARK ENGINEERING CO INC                  ,Boulder,CO,80301,"Lawson, R. Paul",999027,999027,8/8/12,8/7/14,8/30/12,Tethered Balloon Systems for Arctic Measurements in the Near-Surface Atmosphere,Grant,"Petty, Rickey",Small Business
SC-23.1,Renewal,ER90029,DE-SC0006192,AERODYNE RESEARCH INC.                           ,Billerica,MA,01821-3976,"Jayne, John. T.",999854,999854,8/8/12,8/7/14,8/7/12,Volatility and Polarity Separated (VAPS) Total Organic Aerosol Using Thermal Desorption Modulated Chromatography,Grant,"Williamson, Ashley",Small Business
SC-23.1,Renewal,ER90030,DE-SC0006193,AERODYNE RESEARCH INC.                           ,Billerica,MA,01821-3976,"Zahniser, Mark",999766,999766,8/8/12,8/7/14,8/7/12,High Sensitivity HNO3 Monitor Using Continuous Wave Quantum Cascade Laser IR Absorption,Grant,"Williamson, Ashley",Small Business
SC-23.1,Renewal,ER90032,DE-SC0006194,AERODYNE RESEARCH INC.                           ,Billerica,MA,01821-3976,"Freedman, Andrew",1000000,1000000,8/8/12,8/7/14,8/8/12,Expanded Wavelength CAPS-Based Particle SSA Monitor,Grant,"Williamson, Ashley",Small Business
SC-23.1,Renewal,ER90034,DE-SC0006195,AERODYNE RESEARCH INC.                           ,Billerica,MA,01821-3976,"Shorter, Joanne",999722,999722,8/8/12,8/7/14,8/8/12,Quantum Cascade Laser System for Simultaneous Measurements of 13CO and C18O Carbon Monoxide Isotopologues,Grant,"Petty, Rickey",Small Business
SC-23.1,Renewal,ER90035,DE-SC0006449,LOS GATOS RESEARCH                                ,Mountain View,CA,94041,"Baer, Douglas",992825,992825,8/8/12,8/7/14,8/8/12,Isotopic Carbon Dioxide Analyzer for Flux Measurements,Grant,"Petty, Rickey",Small Business
SC-23.1,Renewal,ER90037,DE-SC0006487,VISTA PHOTONICS INC.                             ,Santa Fe,NM,87508,"Pilgrim, Jeffrey",1000000,1000000,8/8/12,8/7/14,8/16/12,Fully Integrated Low-Cost High-Precision Carbon Dioxide Analyzer,Grant,"Petty, Rickey",Small Business
SC-24.2,Renewal,ER90040,DE-SC0006212,CALABAZAS CREEK RESEARCH INC                      ,San Mateo,CA,94404,"Read, Michael",998342,783786,8/8/12,8/7/14,8/14/12,Advanced Output Coupling for High Power Gyrotrons,Grant,"Sullivan, Barry",Small Business
SC-24.2,Renewal,ER90041,DE-SC0006281,EAGLE HARBOR TECHNOLOGIES INC.                   ,Bainbridge Island,WA,98110,"Miller, Kenneth",999883,999883,8/8/12,8/7/14,8/22/12,High Gain and Frequency Ultra-Stable Integrators for ICC and Long Pulse ITER Applications,Grant,"Barish, Samuel",Small Business
SC-24.2,Renewal,ER90045,DE-SC0006309,NLIGHT CORPORATION                                ,Vancouver,WA,98665-0990,"Chen, Zhigang",999876,999876,8/8/12,8/7/14,9/5/12,High Efficiency kW-Class Semiconductor Laser Bars for Inertial Fusion Energy,Grant,"Thio, Yong",Small Business
SC-24.2,Renewal,ER90049,DE-SC0006294,VIRGINIA DIODES INC.                             ,Charlottesville,VA,22902-6172,"Hesler, Jeffrey",1000000,1000000,8/8/12,8/7/14,8/16/12,Robust and Reliable  Receivers for the ITER ECE System,Grant,"Thio, Yong",Small Business
SC-26.2,Renewal,ER90086,DE-SC0006228,FAR-TECH INC.                                    ,San Diego,CA,92121,"Kim, Jin-Soo",1000000,1000000,8/8/12,8/7/14,8/9/12,Integrated Modeling Tool for Electron-Beam Based Ion-Sources,Grant,"Farkhondeh, Manouchehr",Small Business
SC-26.2,Renewal,ER90088,DE-SC0006204,INTEGRATED SENSORS LLC                           ,Ottawa Hills,OH,43606-2323,"Friedman, Peter",999876,999876,8/8/12,8/7/14,9/7/12,High-Performance Plasma Panel Based Micropattern Detector,Grant,"Farkhondeh, Manouchehr",Small Business
SC-26.2,Renewal,ER90091,DE-SC0006348,PHDS CO                                           ,Oak Ridge,TN,37830,"Hull, Ethan",1000000,500000,8/8/12,8/7/14,8/9/12,Thin-Window P-Type Point-Contact Germanium Detectors for Rare Particle Detection,Grant,"Farkhondeh, Manouchehr",Small Business
SC-26.2,Renewal,ER90093,DE-SC0006340,RIDGETOP GROUP INC                               ,Tucson,AZ,85741,"Mikkola, Esko",1006630,1006630,8/8/12,8/7/14,8/13/12,High-Performance ADC for Particle Accelerator Instrumentation Applications,Grant,"Farkhondeh, Manouchehr",Small Business
SC-26.2,Renewal,ER90095,DE-SC0006438,SINMAT INC.                                       ,Gainesville,FL,32653-1649,"Arjunan, Arul",999507,999507,8/8/12,8/7/14,8/10/12,Novel Polishing Process to Fabricate Ultra Low Thickness Variation Diamond Substrates for Next Generation Beam Tracking Detectors,Grant,"Farkhondeh, Manouchehr",Small Business
SC-26.2,Renewal,ER90099,DE-SC0006318,XIA LLC                                          ,Hayward,CA,94544,"Tan, Hui",1000000,499186,8/8/12,8/7/14,8/9/12,High Density Low Cost Readout Electronics for Large Scale Radiation Detectors,Grant,"Farkhondeh, Manouchehr",Small Business
SC-22.11,Renewal,ER90101,DE-SC0006176,ANASYS INSTRUMENTS CORP                           ,Santa Barbara,CA,93101,"Prater, Craig",999747,999747,8/8/12,8/7/14,8/8/12,High Speed Wideband Infrared Nano-Spectroscopy,Grant,"Rahn, Larry",Small Business
SC-22.21,Renewal,ER90110,DE-SC0006214,STAR CRYOELECTRONICS LLC                         ,Santa Fe,NM,87508-1338,"Cantor, Robin",1009912,1009912,8/8/12,8/7/14,8/8/12,Superconducting Tunnel Junction Detectors for High-Resolution X-ray Spectroscopy,Grant,"Wilson, Lane",Small Business
SC-22.3,Renewal,ER90112,DE-SC0006373,ADVALUE PHOTONICS INC                             ,Tucson,AZ,85714,"Jiang, Shibin",996685,996685,8/8/12,8/7/14,8/19/12,High Energy Sub-100 Femtosecond Fiber Lasers at 2 Micron,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90113,DE-SC0006338,ADVANCED COOLING TECHNOLOGIES INC.               ,Lancaster,PA,17601,"Weyant, Jens",998988,998988,8/8/12,8/7/14,8/10/12,Passivation Coatings for RF Power Devices,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90116,DE-SC0006299,EUCLID TECHLABS LLC                              ,Solon,OH,44139,"Kanareykin, Alex",999168,999168,8/8/12,8/7/14,9/11/12,Chirped Electron Bunch Energy Compensation for an X-Ray Light Source,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90117,DE-SC0006237,GREEN MOUNTAIN RADIO RES. CO.                     ,Colchester,VT,5446,"Raab, Frederick Herbert",501822,501822,8/8/12,8/7/14,8/7/12,High-power High-efficiency Power Amplifiers for Synchrotron Light Sources,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90118,DE-SC0006250,HYPER TECH RESEARCHINC.                          ,Columbus,OH,43228-    ,"Peng, Xuan",1010000,1010000,8/8/12,8/7/14,8/8/12,Nb3Sn-Wound Superconducting Undulators For Synchrotron Light Sources,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90120,DE-SC0006495,MESA PHOTONICS LLC                               ,Santa Fe,NM,87505-3914,"Kane, Daniel James",997700,997700,8/8/12,8/7/14,8/8/12,Complete Characterization of Ultrafast X-Ray Pulses,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90121,DE-SC0006341,NIOWAVE INC                                       ,Lansing,MI,48906,"Grimm, Terry",1000000,1000000,8/8/12,8/7/14,8/9/12,Development of a Superconducting RF Multi-Spoke Cavity for Compact Light Sources,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90122,DE-SC0006345,NIOWAVE INC                                       ,Lansing,MI,48906,"Boulware, Chase",1000000,1000000,8/8/12,8/7/14,8/9/12,Development of a Superconducting RF 500 MHz Quarter Wave Resonator for Synchrotron Light Sources,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90124,DE-SC0006288,RADIABEAM TECHNOLOGIES LLC                        ,Santa Monica,CA,90404-4021,"Agustsson, Ronald",999301,999301,8/8/12,8/7/14,8/8/12,Praseodymium Undulator with Textured Dysprosium Poles for Compact X-ray FEL Applications,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90125,DE-SC0006287,RADIABEAM TECHNOLOGIES LLC                        ,Santa Monica,CA,90404-4021,"Andonian, Gerard",999630,999630,8/8/12,8/7/14,8/8/12,A User-Friendly Modular Simulation Tool for Laser-Electron Beam Interactions,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90127,DE-SC0006329,RADIATION MONITORING DEVICES                      ,Watertown,MA,2472,"Squillante, Michael",1009740,1009740,8/8/12,8/7/14,8/24/12,Engineering a High Resolution Scintillator for Next-Generation High Frame Rate Detectors,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90128,DE-SC0006327,RADIATION MONITORING DEVICES                      ,Watertown,MA,2472,"Brecher, Charles",1009940,1009940,8/8/12,8/7/14,8/24/12,High Efficiency High Resolution Sensor for Hard X-Ray Microtomography,Grant,"Lessner, Eliane",Small Business
SC-22.3,Renewal,ER90132,DE-SC0006246,TECH-X CORPORATION                                ,Boulder,CO,80303-1379,"Dimitrov, Dimitre",1009936,1009936,8/8/12,8/7/14,8/9/12,Software for Modeling and Design of Robust GaAs Photocathodes,Grant,"Lessner, Eliane",Small Business
SC-23.2,Renewal,ER90136,DE-SC0006238,SOFIE BIOSCIENCES INC.                           ,Culver City,CA,90230-6604,"Esterby, Melissa",995467,498791,8/8/12,8/7/14,8/8/12,Commercialization of a Microscale Point-of-Use Radiosynthesis Device for the Development and Production of PET Probes,Grant,"Srivastava, Prem",Small Business
SC-26.2,Renewal,ER90137,DE-SC0006197,SVT ASSOCIATES INC.                              ,Eden Prairie,MN,55344-3677,"Moy, Aaron",1000000,1000000,8/8/12,8/7/14,8/8/12,Enhanced Quantum Efficiency of Photocathodes with Polarized Emission,Grant,"Farkhondeh, Manouchehr",Small Business
SC-22.21,Renewal,ER90139,DE-SC0006442,HUMMINGBIRD PRECISION MACHINE CO DBA Hummingbird S,Lacey,WA,98516-7126,"Alsem, Daan Hein",1000000,1000000,8/8/12,8/7/14,8/8/12,Full Pressure Range Environmental Gas Heating Holder for the Transmission Electron Microscope for Operando Gas Reaction Experiments,Grant,"Zhu, Jane",Small Business
SC-22.21,Renewal,ER90141,DE-SC0006274,RADIABEAM TECHNOLOGIES LLC                        ,Santa Monica,CA,90404-4021,"Faillace, Luigi",999553,999553,8/8/12,8/7/14,8/8/12,Novel Ultrafast Electron Diffraction System,Grant,"Zhu, Jane",Small Business
SC-25,Renewal,ER90144,DE-SC0006377,ARBOR PHOTONICS INC.                             ,Ann Arbor,MI,48103-1955,"Sosnowski, Thomas",999625,999625,8/8/12,8/7/14,8/19/12,Fiber-Laser Array Pumped OPCPA Laser-Plasma Accelerator Driver,Grant,"Marken, Kenneth",Small Business
SC-25,Renewal,ER90145,DE-SC0006213,CALABAZAS CREEK RESEARCH INC                      ,San Mateo,CA,94404,"Read, Michael",992119,992119,8/8/12,8/7/14,8/15/12,10 MW Annular Beam Klystron for Accelerators,Grant,"Marken, Kenneth",Small Business
SC-25,Renewal,ER90146,DE-SC0006300,EUCLID TECHLABS LLC                              ,Solon,OH,44139,"Kanareykin, Alex",999036,999036,8/8/12,8/7/14,9/11/12,High Power Rf Testing of A 3-Cell Superconducting Traveling Wave Accelerating Structure,Grant,"Marken, Kenneth",Small Business
SC-25,Renewal,ER90148,DE-SC0006302,EUCLID TECHLABS LLC                              ,Solon,OH,44139,"Kanareykin, Alex",999882,999882,8/8/12,8/7/14,9/18/12,A New Conical Half-Wave Superconducting Cavity,Grant,"Marken, Kenneth",Small Business
SC-25,Renewal,ER90149,DE-SC0006303,EUCLID TECHLABS LLC                              ,Solon,OH,44139,"Jing, Chunguang",994414,994414,8/8/12,8/7/14,9/17/12,High Gradient Test of a Standing Wave Dielectric Loaded Accelerating Structure,Grant,"Marken, Kenneth",Small Business
SC-25,Renewal,ER90150,DE-SC0006225,FAR-TECH INC.                                    ,San Diego,CA,92121,"Newsham, David",1000000,1000000,8/8/12,8/7/14,8/9/12,Rapidly Tunable RF Cavity for Accelerators,Grant,"Marken, Kenneth",Small Business
SC-25,Renewal,ER90151,DE-SC0006200,GREEN MOUNTAIN RADIO RES. CO.                     ,Colchester,VT,5446,"Raab, Frederick Herbert",999577,999577,8/8/12,8/7/14,8/10/12,High-Efficiency Power Amplifiers for Project X,Grant,"Marken, Kenneth",Small Business
SC-25,Renewal,ER90158,DE-SC0006344,RIDGETOP GROUP INC                               ,Tucson,AZ,85741,"Mikkola, Esko",1008238,1008238,8/8/12,8/7/14,8/8/12,Radiation-Hardened Adjustable Sample Rate ADC for Particle Detectors,Grant,"Marken, Kenneth",Small Business
SC-25,Renewal,ER90159,DE-SC0006170,SEMANTIC DESIGNS INC.                             ,Austin,TX,78729-7102,"Baxter, Ira",1000000,1000000,8/8/12,8/7/14,8/8/12,Refactor++  Automated Support for Program Enhancements,Grant,"Chatterjee, Lali",Small Business
SC-25,Renewal,ER90160,DE-SC0006441,SHEAR FORM INC.                                  ,Bryan,TX,77801,"Barber, Robert",963609,479569,8/8/12,8/7/14,9/24/12,Tantalum Tube for Diffusion Barriers,Grant,"Marken, Kenneth",Small Business
SC-25,Renewal,ER90164,DE-SC0006157,VOXTEL INC.                                      ,Beaverton,OR,97006,"Dhulla, Vinit",993419,993419,8/8/12,8/7/14,8/21/12,Wafer-Scale Geiger-mode Silicon Photomultiplier Arrays Fabricated Using Domestic CMOS Fab,Grant,"Marken, Kenneth",Small Business
SC-26.2,Renewal,ER90169,DE-SC0006187,ISOTHERAPEUTICS GROUP LLC                         ,Angleton,TX,77515-5250,"D'Auria, John",989748,989748,8/8/12,8/7/14,8/15/12,High Specific Activity Sm-153 By Post Irradiation Isotope Separation,Grant,"Farkhondeh, Manouchehr",Small Business
SC-25,Renewal,ER90209,DE-SC0006456,FM TECHNOLOGIES INC.                             ,Chantilly,VA,20151-1691,"Mako, Frederick",1000000,1000000,8/8/12,8/7/14,8/31/12,X-Band Bunched Electron Injector,Grant,"Marken, Kenneth",Small Business
SC-22.21,Renewal,ER90212,DE-SC0006248,TECH-X CORPORATION                                ,Boulder,CO,80303-1379,"Green, Mark",1009442,1009442,8/8/12,8/7/14,8/8/12,Genetic Algorithm Driven Molecular Structure Determination and Visualization for Real-Time Decision Support,Grant,"Thiyagarajan, Pappannan",Small Business
SC-22.21,Renewal,ER90213,DE-SC0006534,XEMED LLC                                        ,Durham,NH,3824,"Watt, David",981486,981486,8/8/12,8/7/14,8/9/12,Polarized 3He Gas Circulating Technologies for Neutron Analyzers,Grant,"Thiyagarajan, Pappannan",Small Business
SC-22.21,Renewal,ER90214,DE-SC0006514,KAPTEYN-MURNANE LABS INC.                        ,Boulder,CO,80301,"Zhang, Xiaoshi",999796,999796,8/8/12,8/7/14,8/14/12,Tunable Narrow-Band High Harmonic Beamline Optimized for Ultrafast Soft X-Ray Photoemission and Imaging,Grant,"Wilson, Lane",Small Business
SC-25,New,ER41805,DE-SC0008347,ILLINOIS INST. OF TECHNOLOGY                      ,Chicago,IL,60616-3793,"White, Christopher",931000,267000,7/1/12,3/31/15,6/27/12,Experimental and Theoretical Particle Physics at Illinois Institute of Technology,Grant,"Stone, Alan",Educational
SC-26.1,New,ER41870,DE-SC0008107,KENTUCKY UNIV. OF RES FOUND                      ,Lexington,KY,40506-0057,"Crawford, Christopher",750000,150000,7/1/12,6/30/17,6/27/12,Precision Measurements with Low Energy Neutrons,Grant,"Baktash, Cyrus",Educational
SC-22.21,No-Cost Extension,ER46492,DE-FG02-08ER46492,LOUISIANA STATE UNIVERSITY AND A&M COLLEGE        ,Baton Rouge,LA,70803-0001,"Vekhter, Ilya",0,0,6/15/08,5/31/13,6/28/12,Inhomogeneous Disordered Dirac Fermions: From Heavy Fermion Superconductors to Graphene,Grant,"Fitzsimmons, Timothy",Educational
